"ZIP","ZIP3","EV_perc","BachOrHigher_perc","Median_Household_Income","Zillow_Home_Value_Index","Latino_perc","White_perc","Asian_perc","Black_perc"
92115,"921",1.98,35.4,59931,732634.62,29.8,40.9,13.8,10
93222,"932",1.98,36.2,47083,387575.22,16,65.8,16,0
93311,"933",1.98,39.8,101447,437319.64,35.9,37.8,15.4,5.6
93711,"937",1.98,47.2,81599,477583.85,27.1,54.5,10.3,3.4
92806,"928",1.98,27.7,83330,850032.91,58.2,23.4,12.9,2.3
91702,"917",1.98,23.8,74175,635998.71,66.8,15.5,12.7,2.5
92840,"928",1.97,24.3,80471,799644.16,43.3,18.5,35.8,0.9
92203,"922",1.97,29.1,80430,546395.38,49.3,44.1,2.2,1.2
91606,"916",1.97,24.4,57146,825485.03,52.2,35.7,4.1,4.4
92061,"920",1.97,28.8,78162,730567.1,28.9,42.9,1.8,0.6
94544,"945",1.97,24.8,95744,796490.47,44.1,13.1,27.7,8.2
93510,"935",1.95,27.1,113056,786072.36,28.6,65.3,2.3,1
92706,"927",1.95,22.7,80990,859558.6,70.1,18.2,9,1
90710,"907",1.95,29.5,68537,761699.9,46.2,17,22.3,11.3
95401,"954",1.95,28.1,82414,631126.54,42,49.4,4,0.6
95688,"956",1.94,31.3,106575,643078.72,26.1,54.5,7.9,4.4
91010,"910",1.94,30.5,88357,688061.95,56.8,21.2,14.4,4.9
90701,"907",1.93,30.6,83321,722062.09,34,15.2,38.6,7
95678,"956",1.93,38.3,86940,511784.62,22.4,62.8,7.2,2
91761,"917",1.92,20.3,79614,640087.75,68.8,15.8,7.2,5.2
93004,"930",1.92,37,102158,771040.52,40.3,49.2,4.5,2.1
95658,"956",1.91,37.8,106875,870290.09,7.7,80.3,2.5,1.8
90804,"908",1.91,29.7,55647,615570.09,44.1,24.5,16.2,12.1
94561,"945",1.9,21.5,109410,647318.45,32.1,45.4,7.1,8.3
92843,"928",1.9,17.3,74940,788078.79,46.3,7.3,44.4,0.4
95603,"956",1.89,33,77571,582314.07,14.7,78.4,1.9,0.5
94928,"949",1.89,31,82894,670910.84,28.6,56.2,6.6,3.1
94578,"945",1.89,25.2,74912,772628.22,33.1,14.3,28.2,18.1
95446,"954",1.89,35.8,79205,552536.94,17,75.9,0.9,0.9
90250,"902",1.89,25,65935,825256,53.1,11.7,7.6,24
95682,"956",1.88,35.8,97607,630035.01,14.4,76.8,3.5,0.8
94580,"945",1.88,26.9,99360,796185.17,37.1,20.2,33.6,3.6
92879,"928",1.87,21.4,76973,624851.65,60.8,19.6,10.9,6.1
93721,"937",1.87,12.6,24643,192754.38,58.3,24.8,3.1,10.7
92223,"922",1.86,25.3,90074,500859.8,43.5,38.2,7,7.5
91786,"917",1.86,27.8,71693,661003.14,51.2,30,8.1,6
90241,"902",1.85,25.8,75111,801372.79,73.8,15.2,6.8,2.3
95693,"956",1.85,30.5,116741,848987.22,29.5,61.2,6.3,0.5
90704,"907",1.85,22.7,77644,845974.32,45,52.3,0.7,0.2
92868,"928",1.84,30.9,79722,748975.09,50.4,26.2,14.8,3.2
92374,"923",1.84,36.4,86132,543432.13,44.4,35.8,7.3,6.9
90032,"900",1.83,22.9,65761,770552.15,76.8,7.8,11.8,1.9
90731,"907",1.83,23.3,61144,768269.55,57.7,27.1,5.7,4.8
95441,"954",1.8,41.8,125750,1079389.55,24.8,65.6,2.3,0.7
95670,"956",1.8,31.4,79003,461350.22,19.7,52.6,12.6,8.6
91335,"913",1.79,29.2,68163,741586.37,53.2,27.5,12.7,3.3
95776,"957",1.79,32.1,91236,566850.7,44.7,31.6,16.2,2.2
91723,"917",1.79,23.3,73977,715856.28,66.6,17.7,10,3.3
90806,"908",1.78,19.9,60172,698708.87,51.3,10.6,19.3,15.4
96146,"961",1.78,46.6,85938,899449.68,7.3,90.9,0,0
93636,"936",1.78,34.7,104201,511296.31,38,50.8,3.4,2.1
93422,"934",1.76,30.9,84456,712384.3,17.5,75.5,1.5,0.6
92025,"920",1.76,27,58608,760072.29,55,33.5,4.4,2.3
92065,"920",1.76,26.9,103743,724090.23,30.2,62.6,2.2,0.8
92019,"920",1.76,34.2,89937,771999.71,20.2,68.1,2.9,2.2
96140,"961",1.75,54.1,113750,1041021.63,8.7,78.8,5,1
92860,"928",1.75,20,115773,790413.36,34.6,54.1,3.5,4.4
90029,"900",1.75,33.4,50822,992215.08,53.5,24.6,15.6,3.7
92071,"920",1.74,30.4,93043,710129.68,20.1,67.3,4.8,1.3
95023,"950",1.74,18.3,94775,729959.43,64.6,28.5,3,1
92507,"925",1.74,29.3,61410,537583.32,52.5,22.1,14.5,7
90031,"900",1.74,22.3,53319,751582.28,60.9,8.1,28,1.7
91942,"919",1.74,38.3,72145,718524.27,23.6,57.3,6.8,6.8
90746,"907",1.74,33.7,96939,758389.18,19,6,9.6,59
95602,"956",1.73,33.7,86352,625779.01,12.9,80.8,1.6,0.1
93611,"936",1.73,37.4,104748,460876.64,30.1,51,10.5,3.5
91303,"913",1.73,24.1,66494,694314.78,58,25.4,10.3,3.5
92084,"920",1.72,27.8,85150,799622.06,47.8,41.7,2.7,2
95614,"956",1.72,35.8,113285,515840.67,8.4,87.9,0.7,0
90715,"907",1.71,28,79941,708101.75,42.8,17.7,24.5,10.2
93022,"930",1.69,32,98101,776432.02,28.9,67.5,0.9,0.1
92321,"923",1.69,26,43542,380684.99,34.8,60.2,4,0
95525,"955",1.68,38.1,51167,402951.19,6.3,78.5,0.2,0
95825,"958",1.68,32.6,50560,395766.97,27.1,37.7,12.5,13.8
91762,"917",1.68,18.6,69103,618914.48,70.4,15.9,7.2,3.9
91978,"919",1.68,26.4,82885,731722.53,31.7,39.8,6.2,15.2
91901,"919",1.68,33.5,105679,874821.78,15.7,75.8,2.9,1
93723,"937",1.67,27.2,94564,491628.73,44.2,21.6,23.6,4.9
90602,"906",1.67,17.7,55328,763723.84,73.3,18.3,2.7,1.7
92352,"923",1.67,43.9,97034,674512.99,15.4,76.1,1.5,0.1
92561,"925",1.66,30.8,62115,543997.4,8.7,82.1,0.9,0.2
95822,"958",1.66,26.2,67323,412281.93,33.7,26.9,16.1,15.3
92503,"925",1.66,18.4,80594,569605.17,62.4,24.2,6.8,3.6
95694,"956",1.65,25.7,87371,577406.55,49.6,47.3,1.7,0.6
95975,"959",1.65,23.2,57500,539455.28,2.9,91.5,0.6,0
95356,"953",1.64,27.6,81825,488062.79,31.3,51.4,8.8,2
94806,"948",1.64,22.8,74867,585450.69,50.8,11.7,18.7,13.2
93536,"935",1.64,24.8,89987,505331.4,35.2,41.8,5.4,11.9
90249,"902",1.64,24.9,69670,742403.41,42,13.3,14.2,25.5
92397,"923",1.63,36.2,66591,433054.8,17.3,76.3,3.5,0
92802,"928",1.62,18.4,70622,784540.17,68.1,15,12.8,2
95843,"958",1.62,23.6,85787,482296.05,16.6,56.7,12.2,8.6
95687,"956",1.61,22.2,95153,559525.88,24.7,46.5,8.5,11.9
92804,"928",1.6,22.1,70649,779963.65,47.1,20,24.9,3.3
95833,"958",1.6,32.8,74677,434981.53,38.2,27.7,11.7,13.3
90680,"906",1.6,22.7,71473,663721.3,49.6,17.8,27.4,1.7
94060,"940",1.59,42.4,100288,1121082.29,46.5,45.6,1.7,0
92555,"925",1.59,22.5,98162,566651.21,50,18.8,7.2,20.5
93314,"933",1.59,35,118504,535861.07,27,58.5,7,2.3
92595,"925",1.59,17.4,83799,597896.42,38.5,44.9,6,2.7
91731,"917",1.58,13.9,52758,670030.17,65.2,4.6,28,0.2
93271,"932",1.58,51.7,73674,477226.6,9.8,78.6,5.8,2.2
92027,"920",1.58,20.5,74690,697212.22,56.4,33,5.6,1.8
93433,"934",1.57,33.7,77637,706235.15,32,61.1,1.9,1.9
95503,"955",1.57,31.3,62463,399330.73,8.7,77.9,3.8,0.5
90302,"903",1.57,28,62794,648381.38,44.8,7.1,2.5,40.7
95467,"954",1.56,27.4,77115,383138.94,10.6,84.1,0.8,0.7
91722,"917",1.56,22.9,86583,672563.11,64.2,15.4,14.4,2.7
92501,"925",1.55,19.4,71980,510264.04,63.1,25.2,4.5,4.7
96069,"960",1.55,16,68393,339339.86,26.8,69.2,1.2,0
96145,"961",1.55,56.9,117150,1141623.26,6.6,85.4,4.1,1.8
95942,"959",1.54,29.4,136595,375531.51,8.1,87.9,0,0
91345,"913",1.53,21.9,85659,749348.1,67.2,17.5,10.3,1.2
90604,"906",1.53,21.8,88342,733136.25,68.3,21.3,6.9,0.4
94801,"948",1.53,18.8,72456,518801.03,64.8,11.2,6.1,14
92252,"922",1.53,20.6,49032,416998.29,22.4,70.8,0.9,1.5
95425,"954",1.53,29.5,93039,622217.61,28.4,65.5,1.7,0.3
91732,"917",1.52,13.9,58883,670491.87,64.8,3.4,30.2,0.6
94590,"945",1.51,24.2,60105,476130.51,34.5,28.3,9.8,20.8
93225,"932",1.51,21,51595,314080.15,15.2,80.7,0.5,0
91342,"913",1.51,19.5,84312,719225.5,75.2,12.9,6.5,3.5
95212,"952",1.51,29.1,98917,527461.55,20.9,24.3,41.7,8
95841,"958",1.5,24.6,58384,411908.36,20.7,58.2,8.7,8.3
92801,"928",1.5,20.4,71309,732523.22,59.1,16.4,18.1,3.9
90018,"900",1.5,23,55275,833507.15,56.9,7.5,5.2,27.1
96062,"960",1.49,19.3,89286,500805.45,6.4,86.5,0,0
95376,"953",1.49,17.9,90735,591463.26,48.9,28,12.5,4.8
92058,"920",1.48,25.8,61636,680611.54,39.9,42.1,5,6.9
92704,"927",1.48,20,80902,725826.41,69.4,9.5,19.3,0.8
95662,"956",1.48,31,86535,519584.17,13.6,74.8,2.5,1.3
93704,"937",1.48,30.8,63490,351665.21,42.2,44.1,4.4,4.4
93036,"930",1.47,22.9,85037,694962.33,69.4,18.7,6.1,2.1
91605,"916",1.47,20.2,56403,768936.57,61.3,27,7.5,2.4
92320,"923",1.47,25.6,67835,527217.73,30.5,59.1,4.3,1.9
95242,"952",1.46,28.8,80726,542009.68,25.6,61,7,2.3
95382,"953",1.46,32.7,80571,478725.58,30.3,53.6,7.8,3.5
95363,"953",1.46,15.6,83458,483524.36,65.9,23.6,2.8,3.3
90057,"900",1.45,24.1,43796,549913.72,67.1,7,18.4,5.5
93553,"935",1.45,35.7,59805,398936.63,16.7,74.4,0.9,0.5
91766,"917",1.45,18,67756,591596.77,73.1,7.4,12.6,5.1
90260,"902",1.44,22.2,76236,746591.39,62.8,15.7,11.8,7.1
95437,"954",1.44,24.4,54221,503761.35,21.1,70.3,1.2,0.5
94565,"945",1.44,19.6,83703,559358.26,48.8,17.5,15.6,12.8
93453,"934",1.44,40.1,68029,664705.28,15.5,77,0,4.2
90247,"902",1.44,23.6,65598,693012.17,50.8,6.1,25.2,15.2
95827,"958",1.43,23.9,70485,442954.64,22.2,47,9.8,14.5
95946,"959",1.43,33.3,74141,499411.58,11.8,84.8,0.7,0.1
93544,"935",1.43,7.4,73409,395558.25,36.5,49.2,0,14.4
92346,"923",1.42,24,74569,512670.88,53.5,25.6,8.2,8.8
90045,"900",1.41,60.1,115943,1408392.6,19.5,49.4,14.3,9.9
92530,"925",1.41,16,70714,516149.26,59.3,29,3.4,5
94533,"945",1.41,21.5,79259,512088.01,34.9,24.1,14.9,17.4
91733,"917",1.4,11.6,59375,667232.82,73.3,2.4,22.7,0.5
95366,"953",1.4,24.7,93469,632342.9,26.3,63.4,4.5,0.9
95821,"958",1.4,28.8,51188,463958.05,20.1,52,14.4,7.2
93446,"934",1.4,26.9,81707,682770.89,28.6,63.2,3,0.4
95826,"958",1.39,34.7,71647,451777.2,24.4,45.4,11,10.5
90745,"907",1.39,29,93759,695228.18,42.4,7.5,37.5,6.9
91910,"919",1.39,26.1,77005,738941.42,63.1,20.3,9.4,3.6
90640,"906",1.39,20.2,66460,718521.46,79.7,6.1,12.6,0.6
92342,"923",1.38,16.6,81861,359546.41,25.5,51.8,3.2,7
95928,"959",1.38,40.8,60750,453826.84,18.2,72.3,3,2
90242,"902",1.38,22.2,75005,724109.36,76.4,11.4,5.2,4.9
95949,"959",1.38,33.6,88730,527133.23,8.2,84.3,0.8,0.5
95713,"957",1.37,27.2,90413,474623.95,13.4,79.4,0.7,1.4
93653,"936",1.37,30.1,103194,429742.81,9.3,82.6,1.5,0
95202,"952",1.37,17.6,16976,327191.33,38.4,16.8,10.7,27.8
92102,"921",1.37,28.1,59586,643828.23,56.6,25.3,5.5,9.5
95547,"955",1.37,13.9,60000,444936.34,9.8,87.1,0,0
95605,"956",1.36,21,62654,390977.19,45.4,37.1,5.4,5
92020,"920",1.35,26.1,64691,727190.52,26.6,59.2,4.4,5.4
95122,"951",1.35,16.6,90984,911168.09,57.8,3.8,34.9,1.4
91763,"917",1.34,17.3,67853,605205.1,72.3,11.4,9.5,4.3
95620,"956",1.33,21.8,84891,564046.51,39.7,51.3,2.9,2.2
92557,"925",1.33,19.4,79833,518802.96,53.9,19.7,5.5,16.4
92536,"925",1.32,26.4,65509,539347.97,19.1,72.6,2.8,1.2
95667,"956",1.32,29.7,78221,501445.53,11.7,83.3,0.8,0.6
95116,"951",1.31,19.2,76339,859018.2,59.2,7.7,28,2.2
94601,"946",1.31,21.6,54972,618638.32,50,10.7,18.9,16.6
92339,"923",1.31,32.8,77649,354676.14,9.1,76.6,0,0
94520,"945",1.3,28.6,71846,593394.25,48.5,30.3,12.4,4.4
94585,"945",1.3,20.4,86000,524549.81,29.3,25,18,19.3
90605,"906",1.29,20.6,83667,702361.35,76.6,13.7,5.5,0.9
92313,"923",1.28,27.3,76791,528064.12,48.6,39.1,4,4.6
95407,"954",1.28,17.6,75542,600287.58,55.3,31.9,7,2.2
92505,"925",1.28,20,72721,562946.54,60.2,21.2,10.7,4.6
91352,"913",1.27,17.8,65085,741700.73,69.8,21.3,5.3,1.9
94511,"945",1.26,19,80227,651124.84,28.1,67.6,2.9,0
92083,"920",1.26,18.5,73204,688463.77,61.4,26.6,4.7,2.7
92399,"923",1.26,25.3,76311,534110.12,36.6,54.9,3.8,1.2
90706,"907",1.25,18.7,70236,702448.75,59,13.4,11.3,12.5
93265,"932",1.25,41.5,82821,397670.26,18.9,73.8,3.9,0.1
91768,"917",1.24,12.7,64820,580436.71,72.9,13.3,7.2,4.8
91767,"917",1.24,20.3,70039,600190.08,68,12.8,9.9,6
95638,"956",1.24,23,98198,733966.47,16,67.9,3.7,5.8
95209,"952",1.24,20,88809,475404.89,36.4,25,23.2,8.8
95977,"959",1.24,15.2,68103,461620.89,10.2,72.4,1.6,2
93907,"939",1.24,22.1,88540,763491.79,53.8,30,8.2,1.7
90650,"906",1.24,20.1,83217,659810.34,69,10.9,13.3,4.4
96120,"961",1.23,29.4,75500,479742.36,10.1,51.4,0.9,0
93041,"930",1.23,19.7,67334,550322.97,58.4,32.9,2.5,2.5
95321,"953",1.23,28.5,59664,398606.04,7.3,83.2,1.8,0
92234,"922",1.23,24.1,56671,474182.78,58.9,30.6,6.3,2
91746,"917",1.23,14,79042,651925.73,83.1,3.2,10.5,2.4
92407,"924",1.23,17,76743,502487.92,67,16.6,3.8,9.3
95449,"954",1.23,20.9,64688,507083.98,34.5,55.1,0.1,0.3
93312,"933",1.22,32.1,102677,424701.27,30.9,54.6,6.2,3.3
95703,"957",1.21,36.8,88882,532707.31,8.2,83.4,0.7,2.6
92382,"923",1.21,29.7,72331,375610,21.7,68.6,3.2,0.4
92504,"925",1.21,19.5,73153,541526.1,53.9,29.9,5,7.7
95626,"956",1.21,15.1,87941,460653.18,18.4,67,5.9,3
91706,"917",1.21,13.3,72737,626189.57,72.7,3.2,21.7,0.9
95355,"953",1.2,22.1,72349,459159.72,31.3,50.6,8.8,4.4
90040,"900",1.19,11.8,56948,609185.61,94.8,2.6,1.5,0.5
92086,"920",1.19,28,48750,484873.3,16.3,65.4,7,0.9
95573,"955",1.19,27.1,82614,308675.64,4,79.8,0,0.3
94589,"945",1.19,21.3,76554,500005.29,35.5,14.5,24.1,18.3
92256,"922",1.19,19.5,42552,322136.94,27,65.5,0.5,2.7
93455,"934",1.18,29.8,99418,621799.79,36.2,52.2,4.2,2.2
95076,"950",1.18,18.1,81318,795217.93,73.5,22.1,2.3,0.4
95610,"956",1.18,24,68868,480134.14,18,69,3.5,3.9
92582,"925",1.17,15.3,78812,479548.18,58.9,27.7,3,6.9
92377,"923",1.16,21.2,100625,586075.31,58.5,16.3,2.6,18.8
93440,"934",1.16,23.6,67418,809033.33,26.1,51.2,1.1,3.2
95962,"959",1.16,33.1,65167,410794.51,2.1,96.4,0,0
95258,"952",1.16,28.2,117614,550534.94,22.2,71.2,1,0.9
95426,"954",1.16,23.2,74457,300569.45,0.1,99.9,0,0.1
92325,"923",1.16,29.1,64549,379380.41,21.3,68.6,0.5,4.2
95540,"955",1.16,21.5,54020,380917.2,19.5,72,1.3,0.6
95685,"956",1.15,28.4,56469,474512.83,6.1,83.6,0.8,0.4
95316,"953",1.15,17.6,93569,499754.61,28.3,65.2,3.1,0.2
93614,"936",1.15,29.3,76963,397827.8,15.9,75.6,0.9,1.2
92105,"921",1.14,18.9,51868,607843,50.9,13.6,19.7,11.7
95623,"956",1.14,24,81141,535243.83,10,80.2,4.6,0
95615,"956",1.13,36.2,63117,582549.88,37.8,52.1,5.9,0
90006,"900",1.13,20.4,41068,752290.17,72.6,4.9,18.2,3.1
93625,"936",1.13,24.5,63527,408375.1,66.7,20.1,9.9,0.3
92040,"920",1.13,23.7,88820,713183.19,21.2,70,1.5,1.6
93955,"939",1.12,24.3,73866,719916.13,45.6,30.6,9,7
91764,"917",1.12,15.7,65941,571173.28,71.3,11.9,5.5,6.6
93291,"932",1.12,23.4,68388,392730.1,56.3,31.1,8.8,1.5
95926,"959",1.11,41.8,54649,425430.9,18,68.7,5.6,2.2
95501,"955",1.11,29.1,47074,367478.9,17.3,66.1,4.8,2.7
93426,"934",1.11,19.8,105223,576083.42,16,79.6,1.1,0.6
90606,"906",1.11,17,82377,667874.8,87.6,8.1,2.7,0.7
91977,"919",1.11,25.3,76902,662671.81,45.9,27.8,7.8,13.1
92337,"923",1.1,17.3,89965,553922.76,71.2,9.4,5.9,9.6
95918,"959",1.1,21.8,72353,556985.94,13.7,71.3,1.4,4.2
95945,"959",1.1,31.1,54469,471803.64,10.9,81.9,0.8,0.4
95220,"952",1.09,19.6,93333,719394.6,32.1,64.3,1.5,0.2
93015,"930",1.09,14.8,74518,613411.63,72.1,22.8,1.1,0.5
95820,"958",1.09,25.5,59933,383245.39,39.5,33.1,10.2,10.9
92586,"925",1.09,12.4,50921,389230.7,27.8,57.4,2.4,5.9
90047,"900",1.08,18,62399,648728.17,39.4,2,0.4,53.9
95973,"959",1.08,40.1,80249,487588.15,17.5,72.9,4.6,1.1
94509,"945",1.08,17.7,71905,545336.22,40.2,27.1,8,16.7
96001,"960",1.08,27.9,61127,371317.77,9.2,79.9,3.6,1.4
95482,"954",1.07,22.4,59349,452325.89,33.9,56.2,3.4,0.8
95470,"954",1.07,17,72269,514795.25,32.6,61.2,0.4,0
95633,"956",1.07,19,69345,450855.48,10.5,86,1.8,0
92707,"927",1.07,15.4,89455,693552.27,84,7.6,6.9,0.5
95247,"952",1.07,34.6,58619,506112.29,5.2,89.6,0.4,0
93901,"939",1.06,28.2,78290,700526.71,61.5,29.4,5.3,0.8
96073,"960",1.06,40,106888,536069.67,3,87.4,0.9,0.9
92391,"923",1.06,12.2,75117,389880.29,41,41.6,6.8,5.6
95551,"955",1.06,41.6,68125,425486.29,15.4,68.3,1.1,2.1
93432,"934",1.05,48.1,97500,928265.46,13.1,86.9,0,0
91945,"919",1.05,20.1,71294,661909.21,43.7,27.5,8.4,15.2
93561,"935",1.05,27,74949,387621.53,23.8,70.1,1.3,1
95842,"958",1.04,15.1,56229,401256.56,23,48.8,8.2,13.5
93552,"935",1.04,13.3,73074,463278.04,69,14.1,2.5,12.1
95695,"956",1.04,25.9,73131,487368.47,50.3,41.8,2.8,1.1
95310,"953",1.04,17.5,40069,385066.54,10.5,86.6,0.1,0
91932,"919",1.03,23.4,68917,776335.84,51.9,32.6,7,4.7
93601,"936",1.03,11.2,66961,439141.66,7.2,85.8,0,0
92344,"923",1.03,14.6,90560,469545.11,62.5,27.9,5.4,2.1
93650,"936",1.03,6.9,38643,255241.84,73.9,8.8,5.4,3.3
95621,"956",1.02,20.5,68246,433047.12,18.6,68.2,4.6,2.8
93301,"933",1.02,17.1,31992,281567.48,40.7,34.1,1.7,18.4
93710,"937",1.02,26.8,55175,369627.26,38.9,43.3,8.8,5.6
90063,"900",1.01,11.6,57026,624843.81,95.3,2.7,1.5,0.3
95641,"956",1.01,21.5,46750,396264.15,19.7,75,3.1,0.8
92307,"923",1.01,18.7,69595,409649.44,38.9,47,2.8,6.3
93560,"935",1.01,17.9,70119,368399.68,43.1,42.3,1,8.9
95681,"956",1.01,26.8,66250,471260.81,35.3,64.7,0,0
95340,"953",1.01,25.3,59034,374073.35,51.1,36.6,6.7,2.7
95461,"954",1.01,24.5,70800,354397.32,22.2,75.3,0.8,0.6
95993,"959",1,26.1,78301,448777.36,22.8,46.1,23.9,1.4
92282,"922",1,22.8,42500,354709.04,46.3,40.9,2.3,7.5
95228,"952",1,19.3,86132,515068.91,16.6,77.6,1.9,2.4
92021,"920",0.99,20.9,63395,681032.99,26.6,56,4.6,6.6
92276,"922",0.99,19.6,56055,357250.21,63.3,33.7,0,0.2
93722,"937",0.99,22.3,69214,365845.34,47.6,21.8,15.9,10.1
95536,"955",0.99,20.8,62581,477991.62,17,74.2,2.3,0.4
95323,"953",0.99,20.7,82130,594792.32,37.9,57.8,1.9,0
93727,"937",0.98,21.5,65633,385715.39,44.5,20.8,26.7,4.2
90007,"900",0.98,25.9,33222,904970.13,53.2,15.1,18.3,9.9
95631,"956",0.98,18.7,89141,483706.4,10.4,86.8,1.1,0
95673,"956",0.98,13.5,80633,416500.96,23.2,64.1,6.8,1.3
95632,"956",0.97,19.5,81045,500425.37,43.9,45.1,4.5,1.7
92359,"923",0.97,23.9,62891,472419.94,40.8,45.7,4.4,4
94621,"946",0.97,13.1,47003,488022.51,58.1,5.1,3,30.6
95336,"953",0.97,14.9,75766,519248.83,41.2,44.4,7.5,2.6
92549,"925",0.97,32.5,72738,493393.85,22.4,68,5.2,3.2
92241,"922",0.96,18.6,36268,370923.57,39.3,54.7,1.3,1.6
93445,"934",0.96,16.5,68671,609635.94,44.3,47.8,2.2,2
91402,"914",0.96,17.5,51485,645662.09,70.6,10.6,14.8,2.8
95938,"959",0.96,34.9,89118,590217.36,5.2,80.3,3.5,7.1
95326,"953",0.96,21,87806,506076.75,32.7,60.4,3,1.6
91744,"917",0.95,11.9,80266,633777.89,79.4,4.5,13.3,1.3
96067,"960",0.95,30.2,55053,408459.89,7.9,87.1,1.3,0.9
95828,"958",0.95,15.7,64423,427414.47,27.4,17.2,37.8,8.8
95961,"959",0.95,15.3,67283,407045.72,37.5,44.5,7.8,3
95528,"955",0.95,18.7,75208,332896.49,2.1,89.7,0.3,0
95709,"957",0.94,32.5,76644,503276.3,5.4,89.5,1.8,0.2
92703,"927",0.94,12.1,71807,690581.07,77.5,4.7,16.3,0.6
92392,"923",0.94,11.7,66908,414712.94,53.3,24.6,5,13.9
93555,"935",0.94,31.5,73166,257893.65,20.2,65.5,4.6,3.7
92059,"920",0.93,15.6,87486,1004783.11,45.3,17.4,4.4,1.2
92154,"921",0.93,18,74705,668559.2,69,12.1,10.8,4.7
95204,"952",0.92,18.5,62366,365040.92,48.8,33.3,7.8,5.7
93534,"935",0.92,17.2,46875,386365.47,42.2,26.4,2.7,25.3
92395,"923",0.92,14.6,50223,381512.95,52.4,29.2,3.6,11.8
96150,"961",0.92,34.4,68082,654682.05,24.3,65.7,4.4,0.5
92284,"922",0.92,18.3,50353,367203.91,25.9,63.5,1,3.9
93631,"936",0.91,24.8,72252,412874.44,45.1,43.7,8.5,0.2
92701,"927",0.91,11.5,57796,577887.07,86.6,7.2,4.4,0.6
90805,"908",0.91,15.8,57232,632154.49,60.9,7.6,10.2,18
92551,"925",0.9,15.2,80287,486488.71,67.5,8.4,4.4,16.9
92509,"925",0.9,13.4,81747,559329.93,75,16.9,3.3,3.3
92408,"924",0.89,19.2,56683,425161.27,61.7,13.5,15.2,4.2
93546,"935",0.89,29.6,78029,741800.21,31.7,60.9,5.4,0
92372,"923",0.89,17.1,62542,422507.38,33.5,56.2,7.3,0
92139,"921",0.89,22.9,80594,644316.45,38.3,11.6,29.5,12.7
90301,"903",0.89,17.3,55111,640466.42,59,4.4,2.5,29
95348,"953",0.89,17.6,53557,388305.42,45.6,27.6,17,5.7
92545,"925",0.89,15.3,49458,421995.07,45.6,40.9,2.6,6.8
93313,"933",0.89,19.7,92049,375654.93,57.6,23,11.1,5.6
93436,"934",0.88,16.3,67941,508505.58,54.7,34.4,3.7,2.5
91340,"913",0.88,13.6,67638,661529.58,92.2,3.4,2,1.6
95361,"953",0.87,24.2,79423,516038.01,29,63.8,1.7,0.6
95240,"952",0.87,18.5,62268,444960.16,46.5,36.4,12.2,0.9
95684,"956",0.87,33.4,67891,457189.26,16.1,75.7,3.3,0.2
93651,"936",0.87,24.3,93310,515459.29,31.3,52.2,0.8,1.8
95701,"957",0.86,36.2,87625,443743.61,3.8,92.2,1.7,0.5
92394,"923",0.86,12.7,68767,397279.42,56.8,16.5,3.9,18.8
95207,"952",0.85,19.9,61167,397201.77,41.1,23.8,14.1,14
