"ZIP","ZIP3","EV_perc","BachOrHigher_perc","Median_Household_Income","Zillow_Home_Value_Index","Latino_perc","White_perc","Asian_perc","Black_perc"
93545,"935",0.85,20.9,35574,326572.32,50.8,38.4,0.2,0.1
93635,"936",0.85,11,68770,432236.8,72.6,19.7,2.2,2
91962,"919",0.85,46.3,138775,602340.54,27.1,65,1,1.2
95350,"953",0.85,19.7,62105,394842.33,36.2,46,7.8,4.5
92308,"923",0.85,17.6,57265,378663.91,38.8,47.9,2.8,6.1
92285,"922",0.85,17.9,35732,256382.15,12.7,76.5,0.9,3.4
92277,"922",0.84,23.2,47049,259374.54,22.8,50.4,3.2,9.4
95367,"953",0.84,16.2,75968,443072.89,59.5,30,5.6,1.5
95815,"958",0.84,14.7,45929,333702.25,43.4,31.1,7.4,11.9
95380,"953",0.84,16,53825,407308.25,54.1,38.4,2.5,1.2
93060,"930",0.84,14.1,69133,612264.21,79.3,17.4,0.9,0.5
92315,"923",0.84,30.6,67547,604504.38,29.7,65.4,2.1,0
92371,"923",0.83,9.5,63605,415363.2,42.5,50.1,2.1,0.9
92324,"923",0.83,17.7,61070,459894.64,71.1,14.1,3.1,8.5
90660,"906",0.83,14.1,78056,661205.14,89.9,4.7,3.9,0.9
92036,"920",0.83,28.5,64545,530377.47,17.9,74.5,0.1,3.3
90062,"900",0.83,15.5,56500,687395.58,65.3,2.5,1.9,27.4
94603,"946",0.83,17.2,60068,526448.32,61.3,4.3,4.9,26.8
95222,"952",0.83,23.5,57000,439677.39,6.6,84.7,0.1,0.8
95039,"950",0.82,15,43867,998379.67,74.9,15.2,1.8,0
90303,"903",0.82,17.3,65077,727319.62,57.5,2.8,1.7,35.8
95301,"953",0.82,16.1,61856,379438.69,50.5,34.5,6.3,4.6
95660,"956",0.82,10.4,55772,363699.45,33.5,46.1,7.7,7.6
90810,"908",0.82,18.5,67687,631430.57,59,5.6,22.8,8
93277,"932",0.82,22.3,67422,338962.27,48,42,3.7,2.8
92571,"925",0.82,11.5,73026,482312.43,77.6,6.6,4.9,9.4
95969,"959",0.81,25.7,53310,245473.71,6.3,86.6,1,0.4
93292,"932",0.81,20.1,71089,359115.28,56.5,36.9,2.9,1.3
95360,"953",0.81,10,69571,403479.69,69.3,26.3,3.8,0.2
96003,"960",0.81,26.6,63159,391254.42,10.3,79.3,3.6,1.5
93306,"933",0.81,19,60857,310385.98,66.1,24.5,3.3,3.1
95726,"957",0.81,25.9,78326,397626.52,10,87.1,0.6,0.4
93030,"930",0.81,17.7,82427,691533.09,77.5,11.4,6,2.1
93920,"939",0.81,31.8,65026,2000116.56,36.1,63,0,0
93451,"934",0.81,21.9,68929,552093.4,51,44.9,0.9,0.1
92220,"922",0.81,15.8,48622,386874.13,47.9,35.4,4.5,6.5
92544,"925",0.8,14.4,57881,419263.89,48.8,42.1,1.7,4.7
95690,"956",0.8,35.1,66823,528229.49,49.6,44,3.3,1
91916,"919",0.8,22.3,109861,608671.77,14.1,78.4,0.2,0.6
92114,"921",0.8,19.7,79917,644236.8,44.5,9.3,23.1,17.3
93612,"936",0.8,21,51820,345523.8,43.4,40.2,9,2.7
95589,"955",0.79,24.5,39861,367594.11,3.8,93.1,0,3.1
92570,"925",0.79,8.3,68305,511353.97,78.1,13.7,2.2,4.3
95334,"953",0.79,9,68417,377370.1,70.6,11.6,17.2,0.1
96008,"960",0.79,15.1,78464,422280.75,8.3,87.2,0,2.3
93562,"935",0.79,11.1,45682,60906.51,18.5,71,1,4.5
93535,"935",0.79,13.9,51560,400517.78,53.1,20.7,2.4,20.4
95357,"953",0.79,19.6,86462,464088.66,42.2,42.6,2.6,6.6
93245,"932",0.78,20.5,67407,349492.74,39.3,42.7,6.3,6.1
92368,"923",0.78,14.6,41442,274535.88,47.3,33.3,4.2,2.4
95354,"953",0.78,16.2,54808,365727.87,45,40.3,5.5,5.5
93221,"932",0.78,20.4,66308,343458.52,45.3,47.1,4.8,0.4
96002,"960",0.77,21.6,66136,358713.2,12.5,70.9,7,1.3
92404,"924",0.77,10.4,55381,439879.59,67.3,17.1,2.2,10.5
95236,"952",0.77,21.4,80221,621914.74,38.9,57.8,1.2,1.4
95562,"955",0.76,7.4,36458,286016.17,15.8,67,1.6,0.7
90813,"908",0.75,12.3,44867,530349.93,66.6,8.7,11.4,11.2
95237,"952",0.75,24.3,76333,482594.05,32.6,63,1.1,0.1
92004,"920",0.75,28.5,83676,339432.47,35.3,64.7,0,0
90304,"903",0.75,12.3,50052,678087,87.8,2.2,4,3.4
95320,"953",0.75,18.1,66420,547439.62,23.2,70.4,1.8,0.2
93643,"936",0.74,18.6,60982,373104.24,11.8,63.8,1.3,0.1
93602,"936",0.74,25.3,65215,347997.03,9.4,78.1,0.6,0.7
95490,"954",0.74,23,53725,329675.53,22.3,68.5,1.9,0.7
91911,"919",0.74,18.5,70873,673740.12,73,12.7,8.2,3.5
95832,"958",0.74,11.9,62045,378738.36,26.9,9.4,39.7,13.6
90723,"907",0.74,11.6,60493,576561.57,82.9,5,2.7,7.5
93610,"936",0.74,11.8,62561,351671.66,48.6,36.9,3.9,5.5
91331,"913",0.74,10.5,72089,658524.21,87.2,4.3,5.1,2.2
95669,"956",0.73,25.5,79000,528173.53,23.4,69.9,0.7,0
93505,"935",0.73,11,44733,257532.4,37.1,34.2,1.9,20
92201,"922",0.73,13.9,50144,451748.06,72.9,20.7,1.7,3.3
95210,"952",0.73,10.4,52453,378219.88,37.1,12.5,31.8,11.8
93230,"932",0.73,17.3,68450,336718.32,51.2,36.5,3.9,4.5
92567,"925",0.73,15.1,86818,516893.55,68.3,25.9,0.2,0.7
93309,"933",0.73,20.4,54572,314713.29,48.6,34.3,4.4,9.1
92240,"922",0.73,14.4,42155,361978.15,60,26.9,3.2,6.5
95838,"958",0.72,14.2,53425,372928.65,33.5,20.9,18,16
95206,"952",0.72,10.1,59893,406183.96,63.5,7.1,14.6,10.7
95451,"954",0.71,17.7,56435,362513.2,33.9,60.9,0.4,3.1
93040,"930",0.71,5.6,69808,553883.27,90.3,6.6,0,2.1
90716,"907",0.71,14.7,66537,537810.21,78.1,7.5,10.6,2.5
95368,"953",0.71,17.2,87615,459795.1,53.2,34.7,9.1,1.3
95636,"956",0.71,21.3,78415,335072,0.3,89.1,0,0
95991,"959",0.71,16.1,58632,379373.05,39.1,39.9,11.7,2.4
95640,"956",0.69,13.9,75953,446499.92,18.5,67,0.6,6
92548,"925",0.69,9,54444,409255.46,65.2,29.3,1.6,0.5
93637,"936",0.69,15.7,67333,366927.27,73.3,19.8,2,3
90033,"900",0.69,13.5,49734,628162.2,90.5,2.6,4.5,1.6
93906,"939",0.68,17.5,80214,624840.63,75.2,14.4,7.1,1.6
95328,"953",0.68,6.3,53007,364606.63,79.9,17.5,1,0
93644,"936",0.68,27.3,63438,409574.4,16,80.9,0.8,0
95372,"953",0.68,26.5,86932,381316.2,11.5,83,0.5,0
95383,"953",0.68,39.6,80806,411725.8,8.4,87.6,0.7,0
95542,"955",0.68,23.9,32990,385964.44,5.4,90.9,0.4,0.2
95386,"953",0.67,9.4,68454,391578.07,45.2,46.9,3.7,2.2
95322,"953",0.66,15.1,56888,390266.82,60.1,35.9,2,0
93550,"935",0.66,8.8,54693,419776.61,67.9,12.5,2.9,13.4
95329,"953",0.66,15.3,58333,382646.46,27.2,55.7,0,7.2
93657,"936",0.66,15.4,63994,371714.59,68.9,24.8,4.3,0.2
93210,"932",0.65,12.4,64940,261958.13,63.9,26.7,1.6,2.6
95469,"954",0.65,30,57950,406842.48,18.9,73.5,1.8,0.2
95453,"954",0.65,22.7,67846,369408.35,16.7,68.6,2.5,1.1
95245,"952",0.65,18.8,75700,363687.05,12.5,75.6,3.5,5.8
95252,"952",0.64,13.3,76792,457394.69,16.8,74.5,3.7,0.5
93308,"933",0.64,15.7,49490,306732.05,25.8,63.3,2.4,2.4
93514,"935",0.64,30.4,68963,524436.83,21.5,63.5,1.7,0.2
95389,"953",0.64,29.5,38325,707996.86,19.2,71,2.2,6.5
96052,"960",0.64,13,51534,282541.99,4.8,82.4,3.2,0.7
90280,"902",0.64,10.6,59713,608525.92,95.3,2.8,0.8,0.4
96022,"960",0.63,22.2,69052,351578.5,10.7,79.4,2.7,0.5
95612,"956",0.63,39.6,133411,730386.84,22.9,70.6,1.9,0
95823,"958",0.63,15.3,53238,403351.81,33.1,13,21.9,20
95338,"953",0.63,29.3,54323,354401.31,8.7,79.4,1.2,0.5
93654,"936",0.63,14.9,57452,334389.19,75.8,16.6,3.1,2
93240,"932",0.62,8.1,30522,212217.45,13.5,75.3,1.2,1
95423,"954",0.62,19.3,45600,260615.25,12.6,81,1.5,1.6
95203,"952",0.62,14.4,48044,338474.76,56.1,19.2,10.6,10.4
95307,"953",0.62,9.6,65316,418407.98,61.3,25.6,6.7,2.8
94514,"945",0.62,19.2,80000,764200.96,36.2,59.1,1.9,1.7
92553,"925",0.62,12.7,59966,467372.37,68.2,8.8,4.1,16.2
95901,"959",0.61,17.9,54732,358980.59,28.4,51.6,8.3,4
95642,"956",0.61,21.1,70019,432605.14,17.6,73.5,2.7,0.9
93726,"937",0.61,16.8,47809,302088.4,58.7,23.9,8.2,6
93728,"937",0.61,17.4,45546,270472.98,67.8,24.8,2.4,2.7
91906,"919",0.61,11.7,49191,459966.69,31,58.5,0.2,2
92405,"924",0.61,12.5,45478,416285.33,68.5,16.2,3,9.3
95457,"954",0.6,14.7,53284,405599.97,25.4,64.8,1.1,0.6
92314,"923",0.6,22.9,61034,442430.92,26.3,67,0.3,0.1
95370,"953",0.6,26.8,65245,402044.3,10.5,83.1,1.3,0.3
96019,"960",0.6,13.5,50694,287605.65,10.3,79.6,0.4,0.4
95246,"952",0.59,25.8,71094,349565.1,8.2,91.2,0.6,0
93454,"934",0.59,15.6,73166,532627.17,70.2,21.8,3.9,1.1
92301,"923",0.59,5.6,57714,362195.17,67.4,10.4,1.3,15.7
95692,"956",0.59,23.8,81472,433406.02,18.1,70.5,1.6,0.1
92345,"923",0.59,9.4,54881,403928.39,60,32.5,1.6,3.5
95619,"956",0.59,22.9,61250,427894.41,23.9,69.6,3.9,0
90023,"900",0.58,8.4,48293,590662.84,96.1,1.5,0.9,1
95346,"953",0.58,25.2,99327,341387.53,3.1,95.1,1.8,0
90220,"902",0.57,11.4,65337,563139.35,65.6,1.6,1.1,28.7
93461,"934",0.57,12,66650,446339.52,54.2,37.7,0,0.3
95982,"959",0.56,19.4,85347,384659.92,18.7,74,2.8,0
92543,"925",0.56,11.8,41826,339609.27,52.7,32.6,2,9.4
91950,"919",0.56,14.5,51300,604189.78,66.5,10.1,16.4,3.9
95458,"954",0.56,18.1,45202,250696.93,12.5,70.2,4.2,4.6
95937,"959",0.56,25.8,40688,453327.77,26.6,63.4,3.7,4.7
95824,"958",0.56,10.3,44877,345899.36,43,13.8,28.5,8.2
90255,"902",0.56,8.4,53929,592948.53,97.4,1,0.5,0.7
95215,"952",0.56,6.8,51462,376909.55,62.8,26.4,2.8,5.1
95686,"956",0.56,5.7,32083,515959.08,58.9,30.8,5.5,3
95464,"954",0.56,18.3,58750,250432.63,21.1,59.8,2.3,2.2
95627,"956",0.55,21.2,88671,447548.17,43.4,50.3,3.4,0
93501,"935",0.55,5.4,48447,208736.46,49.1,29.4,1.6,15.5
92583,"925",0.54,11.8,50847,409170.28,56.8,27.9,2.9,6.2
95665,"956",0.54,17.5,79058,393561.58,17.1,77.7,0.6,0.2
90744,"907",0.54,8.2,55141,616234.49,88.8,3.7,3.4,2.8
90022,"900",0.54,9.9,57464,608157.25,96.6,1.5,1,0.5
92335,"923",0.54,10.2,64946,506777.05,84.6,8.7,1.9,3.3
93675,"936",0.54,24.5,61140,344223.86,18.6,71.1,7.1,0.7
95953,"959",0.53,14.5,63993,359314.55,40.8,39.2,14.2,1.3
95012,"950",0.53,9.4,69076,610605.88,84.1,9.9,3.1,0.5
92386,"923",0.53,34.7,40568,330779.96,12.1,79.8,1.9,5.2
96051,"960",0.53,20.8,59375,334298.05,5.8,86,4.2,1.1
93263,"932",0.53,11.8,55847,322407.37,83.7,14.1,0.4,1.4
92376,"923",0.52,9.9,64478,502244,78.1,7.3,1.9,11.1
92311,"923",0.52,11.7,49919,248038.42,50.5,27.1,1.9,11.1
95645,"956",0.52,11.4,52375,382203.52,69.3,30.2,0,0
93609,"936",0.52,14.5,57298,341229.3,68.2,22.3,4.1,4
95531,"955",0.52,16.9,51875,335454.5,21.6,60,3.3,3.3
90044,"900",0.51,9.5,43388,590289.92,66.8,1.1,0.6,30.1
95231,"952",0.51,3.5,77054,490614.79,60.6,24.8,1.9,8.7
90061,"900",0.51,11.7,50427,566812.72,68.5,1.2,0.6,27.8
93660,"936",0.51,2.2,40000,255709.64,96.1,2.4,0,1
93033,"930",0.51,10.9,76445,597519.27,85.4,5.4,6.4,1.7
93667,"936",0.5,19.9,49688,384132.73,8.5,77.3,0,0
92251,"922",0.5,18.7,85599,352538.91,77.5,13.6,2.8,4.9
93705,"937",0.5,13.7,46253,290738.7,58.9,22.2,5.6,8.9
93591,"935",0.5,7.2,53733,351233.66,68.5,20.8,2.7,5.8
95315,"953",0.5,12.8,67021,373415.23,75.3,19.4,4.2,0
95223,"952",0.5,39.9,78403,447112.2,6.1,89.5,3.4,0
93274,"932",0.5,10.5,61756,315585.96,64.3,27.9,1.9,3
95324,"953",0.5,12.4,64802,445206.68,41.7,55.4,0,0
95971,"959",0.49,27.1,58125,320948.97,7.4,77.9,0.8,4.8
90059,"900",0.49,9.6,47682,541997.94,72.6,1.3,0.2,23.7
93925,"939",0.49,9.5,56563,639606.15,91.1,7.6,0,0
93662,"936",0.49,11.7,49504,320077.79,80.7,14.1,2.4,1.1
90221,"902",0.49,7.7,57610,566622.44,76.8,0.8,1.2,20.1
93242,"932",0.49,11.1,45139,309261.23,64.2,35.1,0.2,0
93725,"937",0.49,11.3,57219,309483.15,66.8,12.5,15.5,3.5
93630,"936",0.49,11.2,56705,369153.59,81.7,12.4,2.9,0.5
95560,"955",0.49,12.7,72601,318372.1,5.3,93.2,0.4,0.4
93701,"937",0.49,5.9,25905,208952.28,75.8,10.4,6.1,6
90201,"902",0.49,6.9,49554,606394.72,93.9,3.7,0.5,1.4
90262,"902",0.48,8.1,61941,596817.04,88.3,2.4,0.8,7.7
95965,"959",0.48,14.7,40482,294985.89,15.3,58,15.1,4.7
92398,"923",0.48,5.5,52259,164729.14,19.2,69.7,9.1,0
90222,"902",0.48,9.7,63843,555427.78,72.4,1,0.7,25.1
93616,"936",0.47,11.3,47500,334763.89,83.3,11.1,4,0
93247,"932",0.47,6,44205,269740.28,83.5,15.1,0.8,0.1
95919,"959",0.47,10,83371,306830.08,2.6,96.8,0,0.6
93622,"936",0.47,5.1,38453,291054.54,94.1,5.6,0.1,0.1
95351,"953",0.47,7.8,50649,342935.77,73.5,16.6,4.8,2.9
96080,"960",0.47,18.2,52489,305101.61,18.7,74,1.2,1.3
95358,"953",0.47,12.1,65442,397144.25,61.1,30,4,1.9
95666,"956",0.47,19.8,70987,339537.39,8.1,85.7,0.9,0.5
95249,"952",0.47,15,33342,347415.8,16.7,74.7,2.9,1.3
90037,"900",0.46,9.2,45128,621717.22,79.7,1.5,1.1,16.1
95341,"953",0.46,6.9,46760,325500.99,68.9,13.3,11.8,3.2
96093,"960",0.46,22.9,42168,303552.45,5.3,73.7,1.2,0
93527,"935",0.46,29,83255,265712.27,8,84.8,0,1.2
93280,"932",0.45,4.5,40696,279093.22,85.4,7,0.9,5.3
95567,"955",0.45,12.7,87500,397045.7,13.7,59.8,2.1,0
93543,"935",0.45,7.4,61936,417248.55,75.8,18.5,1,2.6
93930,"939",0.44,13.7,64762,464466.87,79.6,15.2,3.2,0.1
93283,"932",0.44,3.7,21717,196004.07,7.4,91.3,0,0
90270,"902",0.44,8.1,54631,580428.48,97.4,0.7,0.7,0.3
95966,"959",0.44,15.1,52628,302789.92,15.1,71.1,4.7,1.3
93257,"932",0.44,12.8,48411,286483.87,68.5,23.1,4.3,0.3
93285,"932",0.44,9.8,30556,228100.79,6.4,92.4,0,0
92113,"921",0.43,9.7,49651,569140.88,79.4,6.5,3.1,9.4
93434,"934",0.43,11.8,58449,474303.26,88.2,6.7,4.2,0.2
93620,"936",0.43,10.1,49789,328262.19,71.2,22,0.5,2.1
95379,"953",0.43,26.7,63598,339954.92,17.5,72.5,2.5,1.1
96094,"960",0.43,24.6,52759,305970.29,16.3,71.7,2.9,4.1
90001,"900",0.43,6.6,52806,532229.65,90.6,0.5,0.3,7.7
96088,"960",0.42,20.2,65298,313391.24,5.8,87.6,1,0.7
95327,"953",0.42,11.7,54199,398210.57,23.6,64.4,1.2,7
93516,"935",0.42,21.3,64306,135951.18,33.6,45.8,4.9,6.1
95912,"959",0.42,12.3,64667,396823.58,64.7,30,0,0
93618,"936",0.41,12.8,50993,313597.79,84.9,13.1,0.7,0.3
93960,"939",0.41,5.5,64821,559436.33,76.4,10.9,2,8.8
96055,"960",0.41,18.6,62453,289863.39,30.4,63.7,2.2,0
95388,"953",0.41,6.7,51699,320399.99,74.2,19.3,3.6,1.6
96021,"960",0.4,8.8,47914,262930.15,45.9,48.2,2.4,0.1
95485,"954",0.4,18.2,58682,354298.19,10.3,80.2,3.6,0.6
92173,"921",0.4,10.5,54003,601981.67,93.4,2.7,1.5,1.3
92539,"925",0.4,15.7,48954,393652.86,36.7,55.5,3.4,0.1
95988,"959",0.4,17.1,57538,299583.22,29,60.5,6.2,0.5
92316,"923",0.4,11,68589,494567.25,82.1,13.2,0.8,3
93204,"932",0.4,5.5,52080,210423.67,85,8.5,1.4,4
90002,"900",0.4,6.4,46159,531581.32,81.1,0.3,0.9,16.6
96057,"960",0.39,22.3,43839,294863.84,6.8,85.3,0,0.5
93304,"933",0.39,11.4,45563,259867.57,71,17,2.2,7.8
93267,"932",0.39,7.2,38245,243620.5,72.1,26.8,0.2,0
93706,"937",0.39,8.6,34147,238625.19,66.2,11.8,7.6,11.5
93234,"932",0.39,2,34429,237134.42,95.3,2,0,0.8
95205,"952",0.39,4.4,48767,310395.68,74.1,10.3,7.4,6
95948,"959",0.39,16.2,61155,331419.03,38.2,57.1,1,0.1
93305,"933",0.39,8.2,34212,234782.36,74.2,16.2,0.8,6.3
95634,"956",0.38,23,62569,407827.89,14.6,80.3,2.7,0.2
95987,"959",0.38,14.3,77545,355204.8,76.8,21.2,0.9,0.1
95954,"959",0.38,19.8,52691,263282.99,12,79.3,1.2,0
95365,"953",0.38,4.6,38571,260155.41,97.4,2,0,0
95422,"954",0.38,7.9,38325,213847.57,29.2,58,0.8,3.9
93638,"936",0.37,7.5,52399,313386.96,80.8,12.7,1.9,2.8
93215,"932",0.37,6.7,47586,300328.69,76.4,5,13.1,4.2
92225,"922",0.37,7.7,48102,219872.41,56.7,25.7,2.1,11.3
96007,"960",0.37,14.8,51227,320668.82,14.7,75.5,1.2,0.5
93268,"932",0.37,7.8,46827,185679.78,40.1,54.6,1.7,0.7
95963,"959",0.36,16.2,56627,372237.2,45.5,50.2,1.7,0.1
95428,"954",0.36,10.6,46319,271769.4,29.7,31.4,0.2,1.1
92243,"922",0.36,16.3,48888,298298.3,86.6,9,1.3,2.5
93286,"932",0.36,11.8,41127,275650.5,79.1,18.2,1,0.3
92410,"924",0.35,6.6,45741,394579.78,74.4,9.7,3.3,10.5
90003,"900",0.35,7.3,47733,551503.77,81,0.4,0.4,16.9
93458,"934",0.35,8,66350,512699.73,87.4,7.4,3.8,0.7
93702,"937",0.35,6.5,32418,219704.85,76.8,6.9,11.3,3
93212,"932",0.34,4,46312,233831.84,69.8,13.4,1,13
90011,"900",0.34,6.9,47126,564069.06,91.8,0.7,0.6,5.8
93513,"935",0.34,19.5,52500,379159.88,15.8,52.7,1.1,2.1
93203,"932",0.34,3.1,42857,260947.48,95.2,3,1,0.5
96137,"961",0.33,24.8,49759,448851.46,6.2,86.7,0,0
95932,"959",0.33,17,56582,349475.2,49.5,42.2,0.9,3.1
92356,"923",0.33,11.8,36720,259570.75,39.9,51.1,1.9,3.2
93266,"932",0.33,0,51458,225205.8,74.3,24.5,0,0
93250,"932",0.33,3.7,39009,269288.59,91,7.2,0.4,0.9
95019,"950",0.33,7.3,61891,700978.74,93.4,4.8,0.4,1.2
95225,"952",0.32,6.8,88333,520731.67,0,100,0,0
95951,"959",0.32,9.3,60053,317186.54,85,8.4,6.6,0
95374,"953",0.32,3.5,49318,554222.47,54.8,44.2,1.1,0
93905,"939",0.32,6.2,63694,575002.18,93.4,2.7,2.6,0.6
96032,"960",0.32,14.4,54362,274275.6,5.5,72.3,0.2,0.7
93703,"937",0.32,8.4,35526,268588.84,63.1,15.2,12,7.3
96143,"961",0.32,28.7,54338,753620.92,40.4,57.5,1.3,0
95311,"953",0.32,18.9,49279,283749.04,16.8,76.7,0.4,0
92411,"924",0.32,7.7,52281,385618.67,80.4,4.3,1.4,11.8
93249,"932",0.31,1.8,38077,245492.12,97.3,2.7,0,0
93239,"932",0.31,2,41568,172982.61,98.9,1.1,0,0
93307,"933",0.31,6.7,46552,275772.99,79.6,9.9,2.2,6.7
92230,"922",0.31,8.3,66337,293930.99,42,39.4,1.8,0.1
93640,"936",0.31,3.7,37779,277903.19,93.7,4.2,0.3,1.5
93272,"932",0.31,5.4,41528,230671.48,87.8,11.8,0,0.2
95333,"953",0.31,18.2,54500,312791.57,76.9,19.5,1.6,0.5
92242,"922",0.3,8.2,45994,183441.31,12.8,81.3,0.6,0.5
93927,"939",0.3,7.3,66786,482879.01,92.2,5,1,0.7
93926,"939",0.3,7,74167,554498.44,90.4,7.4,1.2,0
95947,"959",0.3,17.2,46023,264752,4,85.8,3.3,0.3
95454,"954",0.3,8.8,36777,336411.79,8.6,67.4,1.8,0.5
96044,"960",0.3,12,56510,211893.24,11.9,69.3,2.6,0.1
93252,"932",0.29,7.8,46215,154965.62,39.1,53.5,1.7,0
96035,"960",0.29,19.7,37639,227768.03,44.6,50.2,0,0
93270,"932",0.28,6.7,42898,298963.08,61.4,38,0,0
93256,"932",0.28,3.5,43538,227153.96,86.8,6.9,2.4,3.9
95255,"952",0.28,11.8,60000,299580.17,18.2,65.2,1.7,0
92365,"923",0.27,9.8,55625,219531.97,21,56.7,11,2.1
95916,"959",0.26,13.6,37768,220640.12,6.6,84.2,5.1,0
93201,"932",0.26,1.6,36442,150276.46,88.8,8.7,0.6,0.2
95313,"953",0.25,8.5,53667,686783.38,70.5,27.4,0,0
96103,"961",0.25,30.2,71612,402192.96,3.1,95.9,0.1,0
96122,"961",0.25,14,50155,267689.92,16.1,79.5,0.2,0
95917,"959",0.25,12.2,71678,317499.76,32.4,60.2,1.3,0
92401,"924",0.24,7.9,38667,326174.85,47.5,10.3,6.2,30.7
93205,"932",0.24,12,23061,184796.32,10.7,79.5,0,0
93223,"932",0.24,4.7,47355,253196.89,89.8,8.2,0.3,0.7
96056,"960",0.24,32.7,63500,272339.77,4.8,77.9,8.6,0
92227,"922",0.24,14.4,51459,277827.09,82.8,14.7,0.6,0.4
92274,"922",0.24,3.5,26500,237353.52,84.9,13.2,0.9,0.3
93647,"936",0.23,5.8,49067,256651.76,89.1,3.8,5.2,0
92231,"922",0.23,18,47476,300098.17,97.7,1,0.9,0.3
93206,"932",0.23,6.9,47188,203681.53,80,17.5,0,0.2
93261,"932",0.23,0.6,17841,229220.18,97.9,1.9,0.2,0
96025,"960",0.23,18.1,37546,235160.51,16.6,72.2,1.9,1.2
92236,"922",0.23,4.3,40641,389763.13,96.6,2.3,0.2,0.6
93219,"932",0.23,2.8,42205,235485.72,95.7,0.5,3.6,0.2
92363,"923",0.23,11,33268,189481.53,21.7,55.2,1,4.5
93668,"936",0.22,18.8,66471,260946.48,84,16,0,0
93648,"936",0.22,7.2,44632,275958.75,95.8,3.8,0.3,0
95955,"959",0.21,11.7,58523,287376.11,66,31.2,0.6,0
96097,"960",0.21,20.4,47042,254687.74,15.2,71.7,0.8,2.1
93235,"932",0.21,11,42438,213853.35,84,15.5,0,0
96041,"960",0.21,14.4,38062,254075,13.2,77.2,2.3,1.8
93241,"932",0.2,2.9,34119,204537.86,94.3,4.4,1,0.1
93202,"932",0.2,11.1,53528,245632.76,82.7,7.5,5.3,0.9
93656,"936",0.2,9.3,55856,295045.7,75.1,21.5,0.1,0.1
96064,"960",0.18,18.8,53204,238164.42,8.6,81.2,1.7,0
92249,"922",0.17,21.1,54668,308904.38,99,0.4,0.5,0
93646,"936",0.16,4.8,29904,251060.8,94.3,4,0.1,1.3
92250,"922",0.15,12.7,55777,271811.33,78.7,18,0.5,1.2
96048,"960",0.14,27.3,55828,304531.87,14.4,81.4,0.5,0
96020,"960",0.14,23,67284,349047.68,13.4,84.9,0,0
93615,"936",0.13,4.8,53150,221615.13,94.9,2.9,0.8,0.5
95319,"953",0.12,7.3,40724,321324.3,59.3,32.1,1.1,2.1
92254,"922",0.12,0,28897,292607.08,98.2,0.6,0,0
96134,"961",0.11,19,44924,138584.31,42.9,53.4,0,0.7
96114,"961",0.1,13.1,67375,308730.52,13.8,78.7,1.1,0
96013,"960",0.09,10.9,51105,210320.65,4.6,87.9,0.2,1.5
96027,"960",0.09,23.7,57250,268315.91,3.1,85.3,0.6,1.5
96130,"961",0.09,10.3,64566,229398.81,24,58.2,1.6,10.2
92233,"922",0.08,1.4,41071,180240.08,72.4,6.7,1.9,15.9
96101,"961",0.08,15.9,51634,163611.71,14.7,77.6,0.1,2.8
96118,"961",0.06,18.3,57363,288565.07,6.3,93,0,0.1
93608,"936",0,0,36413,206742.52,98.2,1.8,0,0
95968,"959",0,9.9,32917,240692.6,25.3,63.3,1.5,1.4
96023,"960",0,10.1,38125,123004.83,27.9,69.1,1.4,0.5
96109,"961",0,16.6,50455,182081.78,1.4,92,0,0
96113,"961",0,7.7,50742,118310.81,27,40.4,1.1,22.3
